23.09.2026                                   Salida dinámica de lista                                                                                        1


		Material	Alm.	Grupo art.	Texto breve material	UMB	LibrUtiliz	Insp.cal.	Bloqueado	Valor libre util.	Valor en insp.cal.	Valor stock bloq.
		3321055	0230	MRE010	JGO. DESTOR. BORNERO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321055	0231	MRE010	JGO. DESTOR. BORNERO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321055	0280	MRE010	JGO. DESTOR. BORNERO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321056	0230	MRE010	Navaja Multiuso	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321056	0231	MRE010	Navaja Multiuso	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321056	0280	MRE010	Navaja Multiuso	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321069	0230	MRE012	SENSOR MAGNETIC SME-8M-DS-24V-K-2,5	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321069	0231	MRE012	SENSOR MAGNETIC SME-8M-DS-24V-K-2,5	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321069	0280	MRE012	SENSOR MAGNETIC SME-8M-DS-24V-K-2,5	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321228	0230	MRE010	JGO DESTORNILLADOR DE IMPACTO 15PZAS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321228	0231	MRE010	JGO DESTORNILLADOR DE IMPACTO 15PZAS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321228	0280	MRE010	JGO DESTORNILLADOR DE IMPACTO 15PZAS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321235	0230	MRE001	VALVULA ASIENTO INCLINADO 1/2" INOX	UN	        3	       0	       0	        4,854.22	             0.00	            0.00
		3321235	0231	MRE001	VALVULA ASIENTO INCLINADO 1/2" INOX	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321235	0280	MRE001	VALVULA ASIENTO INCLINADO 1/2" INOX	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321238	0230	MRE006	CADENA No. 50 P/ESLABON INOXIDABLE	UN	       10	       0	       0	        1,179.37	             0.00	            0.00
		3321238	0231	MRE006	CADENA No. 50 P/ESLABON INOXIDABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321238	0280	MRE006	CADENA No. 50 P/ESLABON INOXIDABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321239	0230	MRE006	SEGURO UNION P/CADENA No. 50 INOXIDABLE	UN	        6	       0	       0	          202.22	             0.00	            0.00
		3321239	0231	MRE006	SEGURO UNION P/CADENA No. 50 INOXIDABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321239	0280	MRE006	SEGURO UNION P/CADENA No. 50 INOXIDABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321304	0230	MRE027	RODO 5" X 3"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321308	0230	MRE012	BOBINA MSN1W-110-50/60-OD	UN	        4	       0	       0	          688.79	             0.00	            0.00
		3321308	0231	MRE012	BOBINA MSN1W-110-50/60-OD	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321308	0280	MRE012	BOBINA MSN1W-110-50/60-OD	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321309	0230	MRE013	TORNILLO HEX. 1/2"*3" INOX R/ CORRIDA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321309	0231	MRE013	TORNILLO HEX. 1/2"*3" INOX R/ CORRIDA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321309	0280	MRE013	TORNILLO HEX. 1/2"*3" INOX R/ CORRIDA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321326	0230	MRE007	PERFIL TIPO "T" 5 mm MESA	UN	        4	       0	       0	          892.88	             0.00	            0.00
		3321326	0231	MRE007	PERFIL TIPO "T" 5 mm MESA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321326	0280	MRE007	PERFIL TIPO "T" 5 mm MESA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321327	0230	MRE007	PERFIL TIPO "F" 5 mm MANEJO 12 oz.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321327	0231	MRE007	PERFIL TIPO "F" 5 mm MANEJO 12 oz.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321327	0280	MRE007	PERFIL TIPO "F" 5 mm MANEJO 12 oz.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321328	0230	MRE010	GRAPA DE TIERRA 300 AMP	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321328	0231	MRE010	GRAPA DE TIERRA 300 AMP	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321328	0280	MRE010	GRAPA DE TIERRA 300 AMP	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321329	0230	MRE010	PORTA ELECTODO 350 AMP	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321329	0231	MRE010	PORTA ELECTODO 350 AMP	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321329	0280	MRE010	PORTA ELECTODO 350 AMP	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321360	0230	MRE010	MANGUERA PARA OXIACETILENO	TF	        0	       0	       0	            0.00	             0.00	            0.00
		3321360	0280	MRE010	MANGUERA PARA OXIACETILENO	TF	        0	       0	       0	            0.00	             0.00	            0.00
		3321400	0230	MRE012	INSPECTOR DE BOTELLAS LLENAS AV 100002	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321400	0231	MRE012	INSPECTOR DE BOTELLAS LLENAS AV 100002	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321400	0280	MRE012	INSPECTOR DE BOTELLAS LLENAS AV 100002	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321401	0230	MRE013	TORNILLO ALLEN 8 x 30 MM INOX. PASO 1.25	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321401	0231	MRE013	TORNILLO ALLEN 8 x 30 MM INOX. PASO 1.25	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321401	0280	MRE013	TORNILLO ALLEN 8 x 30 MM INOX. PASO 1.25	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321640	0230	MRE012	TUBO FLUORESCENTE TLD 32W/840 HF	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321640	0231	MRE012	TUBO FLUORESCENTE TLD 32W/840 HF	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321640	0280	MRE012	TUBO FLUORESCENTE TLD 32W/840 HF	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321641	0230	MRE012	TUBO FLUORESCENTE T-8-17W/D 120V.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321641	0231	MRE012	TUBO FLUORESCENTE T-8-17W/D 120V.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321641	0280	MRE012	TUBO FLUORESCENTE T-8-17W/D 120V.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321642	0230	MRE012	APAGADOR TRIWAY	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321642	0231	MRE012	APAGADOR TRIWAY	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321642	0280	MRE012	APAGADOR TRIWAY	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321663	0230	MRE005	MANGUERA ROJA 3/4" 200PSI GATES	M	       15	       0	       0	        3,442.95	             0.00	            0.00
		3321663	0231	MRE005	MANGUERA ROJA 3/4" 200PSI GATES	M	        0	       0	       0	            0.00	             0.00	            0.00
		3321663	0280	MRE005	MANGUERA ROJA 3/4" 200PSI GATES	M	        0	       0	       0	            0.00	             0.00	            0.00
		3321690	0230	MRE011	LAMINA POLICARBONATO de 1/8x4*x8*	UN	        1	       0	       0	          803.55	             0.00	            0.00
		3321690	0231	MRE011	LAMINA POLICARBONATO de 1/8x4*x8*	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321690	0280	MRE011	LAMINA POLICARBONATO de 1/8x4*x8*	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321701	0230	MRE001	MANERAL 2 POSICIONES DN 80-100/3"-4" A.	UN	        2	       0	       0	          642.86	             0.00	            0.00
		3321701	0231	MRE001	MANERAL 2 POSICIONES DN 80-100/3"-4" A.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321701	0280	MRE001	MANERAL 2 POSICIONES DN 80-100/3"-4" A.	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321702	0230	MRE011	DISCO DE CORTE EHT 115-1,0 A 60 R SG-INO	UN	      200	       0	       0	        2,284.44	             0.00	            0.00
		3321702	0231	MRE011	DISCO DE CORTE EHT 115-1,0 A 60 R SG-INO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321702	0280	MRE011	DISCO DE CORTE EHT 115-1,0 A 60 R SG-INO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321703	0230	MRE010	KIT DE LIMAS ROTATIVAS 1/2" 1/2" DBL CUT	JGO	        0	       0	       0	            0.00	             0.00	            0.00
		3321703	0231	MRE010	KIT DE LIMAS ROTATIVAS 1/2" 1/2" DBL CUT	JGO	        0	       0	       0	            0.00	             0.00	            0.00
		3321703	0280	MRE010	KIT DE LIMAS ROTATIVAS 1/2" 1/2" DBL CUT	JGO	        0	       0	       0	            0.00	             0.00	            0.00
		3321755	0230	MRE012	BONERA P/RIEL 1.5MM-2.5MM	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321755	0280	MRE012	BONERA P/RIEL 1.5MM-2.5MM	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321827	0230	MRE010	ROTULAS GE 35-ES-2RS R	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321827	0231	MRE010	ROTULAS GE 35-ES-2RS R	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321827	0280	MRE010	ROTULAS GE 35-ES-2RS R	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321831	0230	MRE010	BOMBA MANUAL P/CARGA ACEITE VILTER	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321831	0231	MRE010	BOMBA MANUAL P/CARGA ACEITE VILTER	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321831	0280	MRE010	BOMBA MANUAL P/CARGA ACEITE VILTER	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321833	0230	MRE010	ESCALERA PLEGABLE DE 3 MTS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321833	0231	MRE010	ESCALERA PLEGABLE DE 3 MTS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321833	0280	MRE010	ESCALERA PLEGABLE DE 3 MTS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		332184	0230	MRE005	RACOR CODO QSML-M5-4	UN	        0	       0	       0	            0.00	             0.00	            0.00
		332184	0231	MRE005	RACOR CODO QSML-M5-4	UN	        0	       0	       0	            0.00	             0.00	            0.00
		332184	0280	MRE005	RACOR CODO QSML-M5-4	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321948	0230	MRE012	SUPRESTHOR TRS9 p 480 VAC 300KAP Cat."B"	UN	        1	       0	       0	        1,325.90	             0.00	            0.00
		3321948	0231	MRE012	SUPRESTHOR TRS9 p 480 VAC 300KAP Cat."B"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3321948	0280	MRE012	SUPRESTHOR TRS9 p 480 VAC 300KAP Cat."B"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322020	0230	MRE012	CONECTOR P/BOBINA MSN1W-110-50/60-OD	UN	        7	       0	       0	          236.04	             0.00	            0.00
		3322020	0231	MRE012	CONECTOR P/BOBINA MSN1W-110-50/60-OD	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322020	0280	MRE012	CONECTOR P/BOBINA MSN1W-110-50/60-OD	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322055	0230	MRE011	CHEQUE CANASTILLA 1 1/2"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322055	0231	MRE011	CHEQUE CANASTILLA 1 1/2"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322055	0280	MRE011	CHEQUE CANASTILLA 1 1/2"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322075	0230	MRE012	TERMINAL COMPRESION 2/0	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322075	0231	MRE012	TERMINAL COMPRESION 2/0	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322075	0280	MRE012	TERMINAL COMPRESION 2/0	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322136	0230	MRE012	MODULO ET 200	UN	        4	       0	       0	        7,500.00	             0.00	            0.00
		3322136	0231	MRE012	MODULO ET 200	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322136	0280	MRE012	MODULO ET 200	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322164	0230	MRE012	DISPLAY MEDIDOR FLUJO MAG 5000 115/230V	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322164	0231	MRE012	DISPLAY MEDIDOR FLUJO MAG 5000 115/230V	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322164	0280	MRE012	DISPLAY MEDIDOR FLUJO MAG 5000 115/230V	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322196	0230	MRE010	MEDIDOR LASER DE DIST MILWAKEE M 2280-20	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322196	0231	MRE010	MEDIDOR LASER DE DIST MILWAKEE M 2280-20	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322196	0280	MRE010	MEDIDOR LASER DE DIST MILWAKEE M 2280-20	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322276	0230	MRE012	BOBINA 220- 230V 018F7363	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322276	0231	MRE012	BOBINA 220- 230V 018F7363	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322290	0230	MRE010	MEDIDOR PORTATIL COMBINADO PH Y CONDUCTI	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322290	0231	MRE010	MEDIDOR PORTATIL COMBINADO PH Y CONDUCTI	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322290	0280	MRE010	MEDIDOR PORTATIL COMBINADO PH Y CONDUCTI	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322345	0230	MRE003	RETENEDOR 1 1/4" * 2" * 5/16" CR-544086	UN	       19	       0	       0	          444.60	             0.00	            0.00
		3322345	0231	MRE003	RETENEDOR 1 1/4" * 2" * 5/16" CR-544086	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322345	0280	MRE003	RETENEDOR 1 1/4" * 2" * 5/16" CR-544086	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322351	0230	MRE002	RODAMIENTO AXIAL 51204	UN	        1	       0	       0	           87.15	             0.00	            0.00
		3322351	0231	MRE002	RODAMIENTO AXIAL 51204	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322351	0280	MRE002	RODAMIENTO AXIAL 51204	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322365	0230	MRE002	RODAMIENTO 6003 2Z/C3	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322365	0280	MRE002	RODAMIENTO 6003 2Z/C3	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322375	0230	MRE013	TORNILLO HEXAGONAL 3/4"*2" INOX	UN	       26	       0	       0	        1,373.98	             0.00	            0.00
		3322375	0231	MRE013	TORNILLO HEXAGONAL 3/4"*2" INOX	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322375	0280	MRE013	TORNILLO HEXAGONAL 3/4"*2" INOX	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322399	0230	MRE012	INTERRUPTOR ALLEN BRADLEY 194E-Y16-1753-	UN	        4	       0	       0	        5,138.21	             0.00	            0.00
		3322399	0231	MRE012	INTERRUPTOR ALLEN BRADLEY 194E-Y16-1753-	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322399	0280	MRE012	INTERRUPTOR ALLEN BRADLEY 194E-Y16-1753-	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322400	0230	MRE012	GUARDAMOTOR ALLEN BRADLEY UA1/AA1 1-10 A	UN	        3	       0	       0	        3,285.76	             0.00	            0.00
		3322400	0231	MRE012	GUARDAMOTOR ALLEN BRADLEY UA1/AA1 1-10 A	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322400	0280	MRE012	GUARDAMOTOR ALLEN BRADLEY UA1/AA1 1-10 A	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322487	0230	MRE010	SIERRA CIRCULAR	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322487	0231	MRE010	SIERRA CIRCULAR	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322487	0280	MRE010	SIERRA CIRCULAR	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322528	0230	MRE002	RODAMIENTO 30310	UN	        2	       0	       0	          887.13	             0.00	            0.00
		3322528	0231	MRE002	RODAMIENTO 30310	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322528	0280	MRE002	RODAMIENTO 30310	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322588	0230	MRE012	TRANSDUCTOR ELECTRONEUMATICO	UN	        1	       0	       0	        2,580.36	             0.00	            0.00
		3322588	0231	MRE012	TRANSDUCTOR ELECTRONEUMATICO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322588	0280	MRE012	TRANSDUCTOR ELECTRONEUMATICO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322624	0230	MRE001	REDUCIDOR BUSHING 3/4" A 1/4" INOX	UN	       11	       0	       0	          245.52	             0.00	            0.00
		3322624	0231	MRE001	REDUCIDOR BUSHING 3/4" A 1/4" INOX	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322624	0280	MRE001	REDUCIDOR BUSHING 3/4" A 1/4" INOX	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322643	0230	MRE008	MANIFOLD MODULE ASSY SPARES 399181	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322643	0231	MRE008	MANIFOLD MODULE ASSY SPARES 399181	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322643	0280	MRE008	MANIFOLD MODULE ASSY SPARES 399181	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322644	0230	MRE008	399422 PRINT MODULE DECK 60UM SPARE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322644	0231	MRE008	399422 PRINT MODULE DECK 60UM SPARE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322644	0280	MRE008	399422 PRINT MODULE DECK 60UM SPARE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322645	0230	MRE008	399238 FILTER KIT IP65	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322645	0231	MRE008	399238 FILTER KIT IP65	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322645	0280	MRE008	399238 FILTER KIT IP65	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322657	0230	MRE012	BARRERA REFLEX VL 180-P430	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322657	0231	MRE012	BARRERA REFLEX VL 180-P430	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322657	0280	MRE012	BARRERA REFLEX VL 180-P430	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322706	0230	MRE001	SEAL KIT #4 2085 EPDM COMPLETTE	UN	        2	       0	       0	       14,106.37	             0.00	            0.00
		3322706	0231	MRE001	SEAL KIT #4 2085 EPDM COMPLETTE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322706	0280	MRE001	SEAL KIT #4 2085 EPDM COMPLETTE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322717	0230	MRE005	PISTOLA PARA AIRE 1/4"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322717	0231	MRE005	PISTOLA PARA AIRE 1/4"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322717	0280	MRE005	PISTOLA PARA AIRE 1/4"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322782	0230	MRE245	CADENA 12B SENCILLA	TF	       20	       0	       0	        2,410.80	             0.00	            0.00
		3322782	0231	MRE245	CADENA 12B SENCILLA	TF	        0	       0	       0	            0.00	             0.00	            0.00
		3322782	0280	MRE245	CADENA 12B SENCILLA	TF	        0	       0	       0	            0.00	             0.00	            0.00
		3322870	0230	MRE014	GRASA BARRIETA L55/2 0.8 KG	KG	        1	       0	       0	       12,044.64	             0.00	            0.00
		3322870	0231	MRE014	GRASA BARRIETA L55/2 0.8 KG	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322870	0280	MRE014	GRASA BARRIETA L55/2 0.8 KG	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322871	0230	MRE014	KLUBERSYNTH GE 14-1200	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322871	0231	MRE014	KLUBERSYNTH GE 14-1200	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322871	0280	MRE014	KLUBERSYNTH GE 14-1200	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322872	0230	MRE014	PARALIQ GA 351	KG	        4	       0	       0	        4,776.80	             0.00	            0.00
		3322872	0231	MRE014	PARALIQ GA 351	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322872	0280	MRE014	PARALIQ GA 351	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322882	0230	MRE012	TRANSDUCTOR ENDRES+HAUSER CERABAR T	UN	        1	       0	       0	        5,551.47	             0.00	            0.00
		3322882	0231	MRE012	TRANSDUCTOR ENDRES+HAUSER CERABAR T	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322882	0280	MRE012	TRANSDUCTOR ENDRES+HAUSER CERABAR T	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322915	0230	MRE014	GRASA KLUBER PARA LIQ. GA351	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322915	0231	MRE014	GRASA KLUBER PARA LIQ. GA351	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322915	0280	MRE014	GRASA KLUBER PARA LIQ. GA351	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322916	0230	MRE014	GRASA KLUBERSYNTH GE 46-1200	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322916	0280	MRE014	GRASA KLUBERSYNTH GE 46-1200	KG	        0	       0	       0	            0.00	             0.00	            0.00
		3322918	0230	MRE014	KLUBEROIL 4 UH1-220N (BOTE 20LTS)	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322918	0231	MRE014	KLUBEROIL 4 UH1-220N (BOTE 20LTS)	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3322918	0280	MRE014	KLUBEROIL 4 UH1-220N (BOTE 20LTS)	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323061	0230	MRE011	ACOPLE LOVEJOY L110 DE MORDAZA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323061	0231	MRE011	ACOPLE LOVEJOY L110 DE MORDAZA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323061	0280	MRE011	ACOPLE LOVEJOY L110 DE MORDAZA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323120	0230	MRE012	BARRERA FOTOELECTRICA WD100P4420	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323120	0231	MRE012	BARRERA FOTOELECTRICA WD100P4420	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323120	0280	MRE012	BARRERA FOTOELECTRICA WD100P4420	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323206	0230	MRE010	BARRENO MANUAL DREMEL RECARGABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323206	0231	MRE010	BARRENO MANUAL DREMEL RECARGABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323206	0280	MRE010	BARRENO MANUAL DREMEL RECARGABLE	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323211	0230	MRE012	FUENTE SITOP 500V-24DC 10A 6EP1334-3BA10	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323211	0231	MRE012	FUENTE SITOP 500V-24DC 10A 6EP1334-3BA10	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323211	0280	MRE012	FUENTE SITOP 500V-24DC 10A 6EP1334-3BA10	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323312	0230	MRE002	CHUMACERA FYTB 506 DE 1 1/4"	UN	        5	       0	       0	        1,720.57	             0.00	            0.00
		3323312	0231	MRE002	CHUMACERA FYTB 506 DE 1 1/4"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323312	0280	MRE002	CHUMACERA FYTB 506 DE 1 1/4"	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323342	0230	MRE012	CONECTOR HEMBRA-MACHO 6PIN + TIERRA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323342	0280	MRE012	CONECTOR HEMBRA-MACHO 6PIN + TIERRA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323361	0230	MRE010	CONO MORSE No.3 P/MANDRIL BROQUERO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323361	0231	MRE010	CONO MORSE No.3 P/MANDRIL BROQUERO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323361	0280	MRE010	CONO MORSE No.3 P/MANDRIL BROQUERO	UN	        0	       0	       0	            0.00	             0.00	            0.00
		332348	0230	MRE002	RODAMIENTO 6906 2RS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		332348	0231	MRE002	RODAMIENTO 6906 2RS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		332348	0280	MRE002	RODAMIENTO 6906 2RS	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323481	0230	MRE011	MANIJA PARA PUERTA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323481	0231	MRE011	MANIJA PARA PUERTA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323481	0280	MRE011	MANIJA PARA PUERTA	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323483	0230	MRE012	DANFOSS  FC-051PK75T4E20 1HP 480VAC	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323483	0231	MRE012	DANFOSS  FC-051PK75T4E20 1HP 480VAC	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323483	0280	MRE012	DANFOSS  FC-051PK75T4E20 1HP 480VAC	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323484	0230	MRE012	DANFOSS  FC-051P1K5T4E20  2HP 480VAC	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323484	0231	MRE012	DANFOSS  FC-051P1K5T4E20  2HP 480VAC	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323484	0280	MRE012	DANFOSS  FC-051P1K5T4E20  2HP 480VAC	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323646	0230	MRE005	MODULO FESTO M56-FRM-1/2-AD7	UN	        5	       0	       0	        7,713.52	             0.00	            0.00
		3323646	0231	MRE005	MODULO FESTO M56-FRM-1/2-AD7	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323646	0280	MRE005	MODULO FESTO M56-FRM-1/2-AD7	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323666	0230	MRE011	VALVULA DE FLOTE McDONNELL #21	UN	        0	       0	       0	            0.00	             0.00	            0.00
		3323666	0231	MRE011	VALVULA DE FLOTE McDONNELL #21	UN	        0	       0	       0	            0.00	             0.00	            0.00
